PROJ.4 +proj=utm +zone=29 +ellps=WGS84 +datum=WGS84 +units=m +no_defs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,Name,Population,X,Y,COUNTY_08,DIST_08,CLAN_08,DEMAND_MW,HOSP_MAIN_LOC,HOSP_ALT-NAME,Clinics,ClinDem,HC,HCDem,SumHlthDem,Pri_Schools,PriSchDem,Sec_Schools,SecSchDem,Both_PriSec,BothPriSecDem,SumEduDem,demand (household) > target household penetration rate,FullProdDem,demand (productive) > projected productive demand,demand (social infrastructure) > projected health facility demand per year,demand (social infrastructure) > projected education facility demand per year
Settlement,Glehyee Zorpea,581,490462.5844,751973.226,Nimba,Yarwein Mehnsonnoh,Mehnsonnoh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sue,580,476610,725027,Grand Bassa,District # 3,Norwein,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Plunkor,580,300039.5479,714273.9087,Montserra,St. Paul River,Kpor,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Jarwajeih,579,330542,868933,Gbarpolu,Kongba,Jawajeh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Mawayasu,579,379515,900629,Lofa,Kolahun,Lukasu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Naai I,578,439923.1881,768138.563,Bong,Suakoko,Suakoko,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gweemenie,578,373010.5276,751093.3186,Margibi,Kakata,Wiah,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Beo-Yoolar,578,575048,779567,Nimba,Twan River,Gborplay,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Kangbo,578,476874.9665,692607.5556,Rivercess,Doedain,Bahr,,,,1,2000,0,0,2000,0,0,0,0,2,1200,1200,0.3,0,0,8643.88475,2912.714965
Settlement,Quekia,577,427336,704927,Grand Bassa,District # 3,Deegba,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Lukamai,577,445855,924140,Lofa,Quardu Boundi,Quardu,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Guahn,577,508396,766577,Nimba,Leewehpea-Mahn,Yarpea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Jalay,577,520771,591876,Sinoe,Wedjah,Twinboe,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Boliah,575,379141.0927,789264.0066,Gbarpolu,Gounwolaila,Gou,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Beo-Yoolar,575,575366.5905,779814.7813,Nimba,Twan River,Gborplay,,,,0,0,0,0,0,0,0,0,0,2,1200,1200,0.3,0,0,0,2912.714965
Settlement,Wennie Ta,573,386525,762347,Bong,Sanoyeah,Bonkomu,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Zuanni,573,233795.6822,767913.4143,Grand Cape Mount,Tewor,Sambola E,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Doewen,573,581112,555778,Grand Kru,Dorbor,Chanbeti,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Worhn,573,388033.3931,729134.2889,Margibi,Gibi,Gbarfen,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Pohan (New),571,610459,689362,Grand Gedeh,Cavala,Niao,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbahnwin,571,531382,788523,Nimba,Gbor,Zor-2,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Buen,570,466322.7928,686445.7817,Rivercess,Doedain,Zarkue,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Solokpo,568,577036.2516,510459.6107,Grand Kru,Barclayville,Klipo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Nyankunkpo,568,568416,539838,Grand Kru,Fenetoe,Barmeneh,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Yasselahun,568,378661,874577,Lofa,Kolahun,Hembeh,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kolochoe,567,373020,932954,Lofa,Foya,Waum,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Mamekonnedu,567,434526.291,928052.372,Lofa,Quardu Boundi,Quardu,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Tartuken,567,613820,569494,River Gee,Nyenawliken,Jargboken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nyenpa,566,527093,782460,Nimba,Zoe-Gbao,Leepea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Steward/Chio #1,566,430472.3404,628693.3908,Rivercess,Fen River,Vor,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Mbama,565,357321,845030,Gbarpolu,Koninga,Zuie,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Janyea,563,441479.2723,740687.5447,Bong,Jorquelleh,Gbanshay,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Zeongar,562,469501,726476,Grand Bassa,District # 3,Norwein,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gombu,562,359369,903153,Lofa,Kolahun,Hassala,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Garyea,561,425086.5959,745771.3536,Bong,Yeallequelleh,Garyea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Bangoma,561,256036.4072,783236.6804,Grand Cape Mount,Tewor,Passawe,,,,1,2000,0,0,2000,0,0,0,0,1,600,600,0.3,0,0,8643.88475,1456.357483
Settlement,Kpengbelahun,560,370526,900979,Lofa,Kolahun,Lukasu,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Sopeay,560,535612.1688,809135.2208,Nimba,Sanniquellie Mahn,Sehyi,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Central - Mansuaplay,560,568638,776417,Nimba,Twan River,Gborplay,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Yargar,560,432559.3223,636093.4399,Rivercess,Norwein,Wheasayn,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Volomeni,559,395714.9286,782992.0729,Bong,Sanoyeah,Dingmah,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Central Crozierville,559,319151.5397,713687.781,Montserra,Careysburg,Crozierville Township,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Cocopa Camp 8,559,520824,787970,Nimba,Leewehpea-Mahn,Siateh,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,AMA Sign Board,558,317747,836898,Gbarpolu,Kongba,Jawajeh,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Voogbadee,557,551165.5918,639283.7148,Sinoe,Seekon,Voogbadee,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Gorbo Jellue,556,581619,661398,Grand Gedeh,Cavala,Gorbo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nyenawliken Sweaken,556,613208,573506,River Gee,Nyenawliken,Jargboken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Konjade,555,394297,833615,Gbarpolu,Belleh,Bade,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Division 2-Driver Camp,555,649612,505750,Maryland,Pleebo/Sodoken,Gedetarbo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Bomboja,554,269553,732271,Grand Cape Mount,Garwula,Kiazolu 1C,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Kilewu,553,447913,855331,Lofa,Zorzor,Gizima,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Ballah,552,278123,744393,Grand Cape Mount,Garwula,Manobalah A,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Mendicorma,552,360079,935791,Lofa,Foya,Tengia,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,L.P.M.C Camp,552,413107,928284,Lofa,Voinjama,Upper Workor,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Kitoma,552,524859.093,807934.65,Nimba,Sanniquellie Mahn,Gboa,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Weteken,550,623355.4283,503010.8069,Grand Kru,Garraway,Upper Garraway,,,,0,0,0,0,0,1,250,0,0,1,600,850,0.3,0,0,0,2063.173101
Settlement,Cocopa Camp 5,550,519629,786271,Nimba,Leewehpea-Mahn,Siateh,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Yeakomue,549,415200,779368,Bong,Sanoyeah,Menquelle,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Hartford,549,386830,664016,Grand Bassa,St. John River City,Hartford Ward,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Sandemane Quarter,549,337934.7737,710616.1647,Montserra,Careysburg,Kingsville Township,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Nyewraken,548,648333,525273,Maryland,Karluway#2,Nyewraken,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Beo-Yoolar,548,575359.003,779253.3056,Nimba,Twan River,Gborplay,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Shelloe,547,367846,927049,Lofa,Foya,Luankollie,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Woloken,547,599347,583269,River Gee,Karforh,Woloken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Hangala,546,379741,896995,Lofa,Kolahun,Lukasu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Viway,545,346663.9324,680877.0275,Margibi,Mambah Kaba,Marshall City,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Zingbor,545,329723,723243,Montserra,Todee,Mount Coffee Township,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,D 9 (Varney Foboi Camp),544,279681,745827,Grand Cape Mount,Garwula,Manobalah A,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Dolo,544,345591,724613,Montserra,Todee,Fahn-Seh,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Wruzohn,544,432652.8472,608167.532,Rivercess,Zarflahn,Boewein Toba,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbarnga  Cutting Garden,543,438108.0681,776674.4085,Bong,Suakoko,Suakoko,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Gbaa Foboi,543,280516.0742,743936.8997,Grand Cape Mount,Garwula,Manobalah A,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Po-River Big,542,605249,501487,Grand Kru,Garraway,Po-River Big Town,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Konia,542,439893.4758,880033.2212,Lofa,Zorzor,Zeayeama,,,,0,0,1,12500,12500,1,250,0,0,1,600,850,0.3,0,0,54024.27969,2063.173101
Settlement,Gleelay,542,564745,744383,Nimba,Buu-Yao,Ninkwea,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Tondin,542,511876,799158,Nimba,Garr-Bain,Garr,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Dolo,540,469138,739878,Bong,Boinsen,Boinwein,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Walker,540,325551,707277,Montserra,Careysburg,Careyburg City,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Kronoken City,539,652980,538950,River Gee,Nyenebo,Dougboken,,,,1,2000,0,0,2000,3,750,0,0,2,1200,1950,0.3,0,0,8643.88475,4733.161819
Settlement,Deneken,538,606152,519314,Grand Kru,Grand Cess Wedabo,Zoloken,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Boi Village,538,435380.7156,874108.6372,Lofa,Zorzor,Zeayeama,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Siaffa,538,367458,740180,Margibi,Kakata,Wiah,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Gbenetuo,538,538437,757135,Nimba,Boe & Quilla,Quella,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Nyarlay,538,558447.1813,769436.9512,Nimba,Buu-Yao,Yao-Kwahkerlah,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Jlateken (Tarlu City),537,588120.8754,543652,Grand Kru,Kpi,Dartuken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Barlorplay,537,563604,760216,Nimba,Buu-Yao,Nyor-Diabarlor,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Kpoahpa,537,505576,787327,Nimba,Leewehpea-Mahn,Sephein,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Joquiken,537,607001.4457,567057.2988,River Gee,Nyenawliken,Gedeken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Raymond Ta I,535,432217.3152,783199.7312,Bong,Suakoko,Kpatawee,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Largor,535,253447,787989,Grand Cape Mount,Porkpa,Seimavula,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Tarloe Joe,535,434172.952,623132.8364,Rivercess,Fen River,Banama,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gou,534,426101.3809,794100.4471,Bong,Sanoyeah,Menquelle,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Yaniquellie,533,390326,760520,Bong,Salala,Konoyea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Wesseh,533,413379,686465,Grand Bassa,District # 3,Gaye Peter,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Foya Tengia,533,358826,915136,Lofa,Foya,Tengia,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Mission Town,533,635435.9362,486352.6722,Maryland,Harper,Rock Town,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Jenne Brown (A),532,272476.9151,779141.3785,Grand Cape Mount,Golakonneh,Darblo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Chengeonin,532,370844,925801,Lofa,Foya,Luankollie,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Leaplay,532,572850,761851,Nimba,Buu-Yao,Nyor,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Kpeyee,532,507911,782987,Nimba,Leewehpea-Mahn,Sephein,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Tiasonnoh,532,495808,778352,Nimba,Meinpea-Mahn,Slappa,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,D-8 New Camp A,530,280195,747827,Grand Cape Mount,Garwula,Manobalah A,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gwein,530,569525,685759,Grand Gedeh,Cavala,Blawo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Troupoe,530,524727,768830,Nimba,Zoe-Gbao,Whepea,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Taryaken,530,630735,542182,River Gee,Nyenebo,Hewoken,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Division 6 Camp 6,529,655377,507227,Maryland,Pleebo/Sodoken,Gedetarbo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Mango,529,302237.386,709910.101,Montserra,St. Paul River,Mango,,,,0,0,0,0,0,2,500,1,500,1,600,1600,0.3,0,0,0,3883.619954
Settlement,Tuzon,528,582961,682310,Grand Gedeh,Cavala,Gborbo,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Dejila,528,503240,562147,Sinoe,Kpayan,Tobo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Zulo,527,361334,779482,Bong,Fuamah,Zulo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Fainutolee,527,423723.5123,738891.9918,Bong,Yeallequelleh,Garyea,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Dayzabah,527,420704,919713,Lofa,Voinjama,Bondi,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbaswen Mission,527,510948,587834,Sinoe,Juarzon,Krajlahson,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Koyah I,526,483607,800931.1174,Bong,Panta,Gahnmue,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Farvey,525,468500.4512,799092.0769,Bong,Zota,Gwilapolu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Chenwrinken,525,593301,548169,Grand Kru,Gee,Tarken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Pullah,525,650608.757,486767.6656,Maryland,Harper,Whole Graway,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Jlahzon,525,319337.1055,703450.0163,Montserra,Commonwealth,Lousana Township,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Banliguea,525,514563.3456,715873,Nimba,Doe,Gbear,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Sendin Tropa,523,483701,731288,Nimba,Yarwein Mehnsonnoh,Zehnla,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nyenwolo,522,472237,760998,Bong,Kpaai,Waytuah,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Clotetee,522,660622,642214,Grand Gedeh,Glio-Twarbo,Chattan,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbeaken,522,635191.4293,520441.0392,Maryland,Karluway#1,Nearobo,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Buanplay,522,523153,769348,Nimba,Zoe-Gbao,Whepea,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Fa See Korma,521,262000,745789,Grand Cape Mount,Garwula,Manobalah A,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,BlackTom,521,322061,704809,Montserra,Careysburg,Careyburg City,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Blittuo,521,564350,785627,Nimba,Twan River,Lower-Gbei,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gaopa,521,515234,762341,Nimba,Wee-Gbehyi-Mahn,Wee,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sugar Hill,520,385349,747837,Bong,Salala,Kpartolee,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Wonde,520,244824,771415,Grand Cape Mount,Tewor,Passawe,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Porluma,520,377340,931970,Lofa,Foya,Waum,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Pobleh,520,505240,597828,Sinoe,Plahn Nyarn,Nyarn,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Joezonhn Town,518,388711.2523,651728.0314,Grand Bassa,Neekreen,Harlardsville,,,,0,0,0,0,0,5,1250,0,0,0,0,1250,0.3,0,0,0,3034.078089
Settlement,Cehema,518,363736,902710,Lofa,Kolahun,Hassala,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Village,518,368359.8232,895119.352,Lofa,Kolahun,Lukasu,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Gwenimah,517,441568.0465,766674.0987,Bong,Suakoko,Suakoko,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gwepolosue,517,350512.1691,732899.9374,Margibi,Kakata,Waymaquelleh,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,Big Jay,517,621655,559512,Maryland,Gwelekpoken,Wantoken,,,,0,0,0,0,0,2,500,0,0,0,0,500,0.3,0,0,0,1213.631236
Settlement,xxxxxxxxxx,516,366500.1713,740205.6102,Margibi,Kakata,Wiah,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Little Wlebo Mission Town New Town,516,640008.3272,492491.0825,Maryland,Harper,Rock Town,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Nyanawrinken Town,515,651858,573863,River Gee,Sarbo,Karyellibo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Bobah,515,498078,558964,Sinoe,Greenville,Murrayville Township,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Barclayville,514,585365.6005,516763.3128,Grand Kru,Barclayville,Wakpeken Seator,,,,0,0,1,12500,12500,3,750,0,0,3,1800,2550,0.3,0,0,54024.27969,6189.519302
Settlement,Division 44 Pinco Camp,514,350117.1484,697015.6094,Margibi,Firestone,Firestone,,,,0,0,0,0,0,6,1500,0,0,1,600,2100,0.3,0,0,0,5097.251189
Settlement,Division 16 long Camp/School,513,345089.777,707651.1757,Margibi,Firestone,Firestone,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Goe,512,253772,776882,Grand Cape Mount,Tewor,Passawe,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Warploken,512,610584,572470,River Gee,Nyenawliken,Nyantuken,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Camp Israel,511,295709,816035,Grand Cape Mount,Porkpa,Sokpo,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Bobalor,511,240255.7259,764002.1151,Grand Cape Mount,Tewor,Sambola D,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Yookudi,511,654428,491664,Maryland,Harper,Whole Graway,,,,1,2000,0,0,2000,1,250,0,0,0,0,250,0.3,0,0,8643.88475,606.8156178
Settlement,Zordee,509,302859,738306,Bomi,Klay,Tehr,,,,1,2000,0,0,2000,0,0,0,0,0,0,0,0.3,0,0,8643.88475,0
Settlement,Gelengasiasu,509,389041,800863,Gbarpolu,Gounwolaila,Nwolaila,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Tanwea,509,571287,751373,Nimba,Buu-Yao,Frolay,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Banakpallah,509,498755,779712,Nimba,Meinpea-Mahn,Slappa,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sergeant (New Town),509,567830,793295,Nimba,Twan River,Upper-Gbei,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Degei,508,371163,784735,Bong,Fuamah,Lorla,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Doe,508,438617,721825,Bong,Kokoyah,Quikon,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Gbondoi,508,429703,767369,Bong,Yeallequelleh,Zeansue,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Baboken,508,600254,584006,River Gee,Karforh,Cheboken,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Saw Mill,507,305215,767728,Gbarpolu,Gbarma,Gbarma,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0
Settlement,Gbegbedu,507,427048.2572,929175.717,Lofa,Quardu Boundi,Quardu,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
Settlement,Sangarplay,506,535629,785636,Nimba,Gbor,Zor-2,,,,0,0,0,0,0,0,0,0,0,1,600,600,0.3,0,0,0,1456.357483
Settlement,Miaplay Bonnah,506,532854,779332,Nimba,Zoe-Gbao,Zoe,,,,0,0,0,0,0,0,0,1,500,0,0,500,0.3,0,0,0,1213.631236
Settlement,Lutisu Town Center,505,427584,906049,Lofa,Voinjama,Bondi,,,,0,0,0,0,0,1,250,0,0,0,0,250,0.3,0,0,0,606.8156178
